Date,Open,High,Low,Close,Adj Close,Volume
2019-05-02,88.400002,88.519997,87.180000,87.540001,85.465202,1363800
2019-05-03,88.099998,88.589996,87.690002,88.099998,86.011940,1070700
2019-05-06,87.000000,88.190002,86.870003,87.769997,85.689751,1137500
2019-05-07,85.070000,85.669998,83.769997,84.260002,83.327904,2062800
2019-05-08,84.650002,85.500000,84.470001,84.940002,84.000381,1058500
2019-05-09,83.519997,84.220001,83.040001,83.940002,83.011444,1033400
2019-05-10,84.070000,84.440002,83.300003,84.139999,83.209229,825800
2019-05-13,81.849998,82.830002,81.839996,82.730003,81.814835,1321400
2019-05-14,82.459999,83.519997,82.449997,83.010002,82.091736,879900
2019-05-15,82.250000,84.110001,82.230003,83.830002,82.902664,1637400
2019-05-16,83.029999,84.589996,83.000000,83.879997,82.952103,1233100
2019-05-17,83.279999,83.449997,82.480003,82.639999,81.725822,1147800
2019-05-20,81.800003,81.980003,80.790001,81.010002,80.113861,990100
2019-05-21,81.190002,81.360001,80.800003,81.000000,80.103966,1406500
2019-05-22,81.320000,82.870003,81.160004,82.620003,81.706047,1200000
2019-05-23,82.120003,82.610001,81.970001,82.300003,81.389587,1379900
2019-05-24,82.860001,83.089996,82.279999,82.760002,81.844498,828200
2019-05-28,82.870003,83.120003,82.250000,82.349998,81.439034,1122400
2019-05-29,81.349998,81.480003,80.570000,81.300003,80.400650,1500800
2019-05-30,81.889999,82.690002,81.870003,82.379997,81.468697,1169800
2019-05-31,80.339996,81.629997,80.080002,81.400002,80.499542,1819700
2019-06-03,81.389999,82.389999,81.010002,82.279999,81.369804,1409400
2019-06-04,83.660004,83.959999,83.169998,83.940002,83.011444,896000
2019-06-05,84.000000,84.059998,83.230003,83.269997,82.348854,1340200
2019-06-06,83.690002,84.139999,83.449997,84.099998,83.169670,953600
2019-06-07,85.410004,85.760002,84.949997,85.320000,84.376175,1174300
2019-06-10,85.650002,85.699997,85.160004,85.330002,84.386070,1029700
2019-06-11,85.870003,86.190002,85.360001,85.809998,84.860756,885800
2019-06-12,86.650002,87.000000,86.559998,86.800003,85.839806,701400
2019-06-13,86.330002,86.570000,85.519997,85.930000,84.979431,725100
2019-06-14,84.370003,84.830002,84.070000,84.180000,83.248787,814600
2019-06-17,83.989998,84.440002,83.849998,84.320000,83.387238,779000
2019-06-18,85.570000,87.260002,85.489998,86.870003,85.909035,2427100
2019-06-19,87.209999,88.260002,87.070000,87.919998,86.947411,944400
2019-06-20,89.720001,89.830002,89.059998,89.739998,88.747284,1871700
2019-06-21,89.639999,90.480003,89.430000,90.080002,89.083527,1226000
2019-06-24,89.930000,90.589996,89.830002,90.080002,89.083527,877500
2019-06-25,89.570000,89.699997,88.360001,88.400002,87.422112,1098100
2019-06-26,88.709999,88.709999,87.309998,87.370003,86.403503,897600
2019-06-27,87.180000,87.290001,86.400002,87.199997,86.235374,1107200
2019-06-28,88.220001,88.690002,88.120003,88.510002,87.530891,890500
2019-07-01,88.559998,88.820000,87.849998,88.430000,87.451775,1024900
2019-07-02,89.570000,90.820000,89.470001,90.650002,89.647217,1459900
2019-07-03,93.430000,94.160004,92.870003,93.930000,92.890930,1552500
2019-07-05,92.830002,92.889999,91.959999,92.709999,91.684425,1112800
2019-07-08,92.480003,92.629997,91.559998,91.680000,90.665825,936300
2019-07-09,91.910004,92.110001,91.250000,91.510002,90.497704,1717700
2019-07-10,91.879997,91.879997,90.610001,91.349998,90.339470,1657300
2019-07-11,90.449997,90.790001,89.199997,89.660004,88.668175,2838000
2019-07-12,88.489998,88.849998,85.250000,86.940002,85.978256,5686600
2019-07-15,87.769997,88.580002,87.660004,88.559998,87.580338,2553100
2019-07-16,88.279999,88.370003,87.639999,88.010002,87.036423,1523700
2019-07-17,89.400002,89.400002,88.129997,88.419998,87.441887,1432000
2019-07-18,88.870003,90.379997,88.419998,89.339996,88.351707,2214200
2019-07-19,94.410004,94.540001,93.019997,94.279999,93.237061,5054900
2019-07-22,94.629997,95.260002,94.389999,94.970001,93.919426,2205900
2019-07-23,95.519997,95.910004,95.230003,95.830002,94.769913,2138800
2019-07-24,95.900002,96.239998,95.059998,95.559998,94.502899,1708600
2019-07-25,100.779999,102.699997,98.330002,99.489998,98.389427,6144600
2019-07-26,99.940002,100.839996,99.699997,100.489998,99.378365,2464400
2019-07-29,101.919998,102.129997,101.220001,101.669998,100.545311,2566200
2019-07-30,101.000000,101.690002,100.910004,101.580002,100.456306,1393300
2019-07-31,101.110001,101.989998,99.699997,100.980003,99.862946,1428000
2019-08-01,101.489998,102.589996,100.190002,100.459999,99.348694,1583900
2019-08-02,100.309998,100.669998,99.379997,100.190002,99.081688,925800
2019-08-05,97.730003,98.440002,97.260002,98.190002,97.103813,1543900
2019-08-06,97.400002,98.169998,97.129997,97.699997,96.619225,1181900
2019-08-07,96.839996,98.540001,96.430000,98.169998,97.084030,1200400
2019-08-08,99.199997,99.199997,96.910004,98.510002,97.420273,1463700
2019-08-09,98.419998,98.790001,97.320000,98.220001,97.133476,1075900
2019-08-12,97.139999,97.360001,96.000000,96.269997,95.205048,1420900
2019-08-13,95.220001,96.980003,95.059998,95.669998,94.611679,1655400
2019-08-14,94.269997,94.370003,92.639999,93.360001,92.327240,1945700
2019-08-15,93.209999,94.070000,93.040001,93.629997,92.594246,1024600
2019-08-16,94.500000,95.459999,94.470001,95.290001,94.235886,929100
2019-08-19,96.269997,96.360001,93.040001,95.919998,94.858917,946400
2019-08-20,95.419998,95.650002,94.839996,94.949997,93.899643,969800
2019-08-21,96.110001,96.410004,95.669998,95.870003,94.809471,785400
2019-08-22,96.199997,96.269997,95.040001,95.580002,94.522682,953900
2019-08-23,96.010002,96.379997,93.860001,94.190002,93.148056,1018500
2019-08-26,94.720001,94.989998,94.290001,94.800003,93.751312,1058900
2019-08-27,95.150002,95.309998,92.279999,92.989998,91.961327,1521000
2019-08-28,92.559998,93.790001,92.139999,93.639999,92.604141,788100
2019-08-29,95.309998,95.570000,94.540001,95.260002,94.206223,750400
2019-08-30,95.500000,95.540001,94.320000,94.500000,93.454628,583800
2019-09-03,93.680000,94.160004,93.500000,93.959999,92.920601,680000
2019-09-04,94.629997,95.040001,94.370003,94.730003,93.682083,632200
2019-09-05,94.150002,94.379997,93.059998,93.250000,92.218452,1341000
2019-09-06,92.839996,93.599998,92.790001,93.570000,92.534912,1120600
2019-09-09,93.129997,95.839996,93.129997,95.779999,94.720467,2399400
2019-09-10,95.519997,95.550003,93.800003,94.199997,93.157944,1453400
2019-09-11,92.230003,94.430000,92.099998,94.269997,93.227165,1459600
2019-09-12,96.070000,98.339996,95.739998,97.470001,96.391777,2552000
2019-09-13,96.339996,97.010002,96.019997,96.400002,95.333611,1142000
2019-09-16,95.930000,96.059998,95.599998,95.739998,94.680908,598300
2019-09-17,96.220001,97.269997,96.180000,96.970001,95.897308,1443000
2019-09-18,96.389999,97.050003,96.309998,96.900002,95.828079,1043000
2019-09-19,95.980003,96.089996,94.900002,94.980003,93.929321,864200
2019-09-20,96.430000,96.820000,96.129997,96.320000,95.254494,1167200
2019-09-23,95.940002,96.510002,95.889999,96.339996,95.274269,903100
2019-09-24,94.650002,94.730003,93.239998,93.830002,92.792038,1036500
2019-09-25,94.430000,94.849998,94.000000,94.610001,93.563408,765200
2019-09-26,94.400002,95.480003,94.400002,94.980003,93.929321,588400
2019-09-27,95.330002,95.330002,94.099998,94.419998,93.375511,807300
2019-09-30,94.970001,95.720001,94.930000,95.150002,94.097435,1212100
2019-10-01,94.589996,94.750000,92.870003,93.339996,92.307457,1351600
2019-10-02,92.570000,92.779999,90.610001,91.059998,90.052681,1161300
2019-10-03,90.559998,92.239998,89.870003,91.900002,90.883392,2054700
2019-10-04,91.400002,93.389999,91.309998,93.330002,92.297569,1232100
2019-10-07,93.510002,93.959999,92.989998,93.000000,91.971222,904500
2019-10-08,92.760002,92.779999,91.709999,91.949997,90.932831,792900
2019-10-09,92.910004,93.059998,92.309998,92.529999,91.506416,646400
2019-10-10,91.459999,92.279999,91.309998,91.559998,90.547150,917600
2019-10-11,92.540001,92.680000,92.050003,92.309998,91.288849,756000
2019-10-14,91.889999,92.099998,91.250000,91.279999,90.270248,1055100
2019-10-15,92.080002,92.860001,91.690002,92.080002,91.061401,1467400
2019-10-16,92.540001,92.540001,92.000000,92.279999,91.259186,631500
2019-10-17,93.489998,93.559998,92.830002,93.279999,92.248123,1068300
2019-10-18,92.860001,93.320000,92.760002,93.029999,92.000885,583900
2019-10-21,93.599998,93.699997,93.099998,93.430000,92.396461,707800
2019-10-22,92.129997,92.599998,91.839996,91.889999,90.873497,869400
2019-10-23,90.949997,91.739998,90.589996,91.459999,90.448257,889700
2019-10-24,92.010002,92.050003,91.449997,91.599998,90.586708,749100
2019-10-25,84.000000,84.360001,81.559998,81.830002,80.924789,5812500
2019-10-28,81.620003,81.809998,80.750000,80.980003,80.084190,1756600
2019-10-29,80.699997,80.769997,79.959999,80.330002,79.441383,1643500
2019-10-30,80.410004,81.440002,80.139999,80.949997,80.054520,2220600
2019-10-31,80.790001,80.980003,80.330002,80.769997,79.876511,2402600
2019-11-01,80.339996,80.519997,79.269997,79.360001,78.482109,1862200
2019-11-04,79.519997,79.540001,78.769997,79.419998,78.541443,2009000
2019-11-05,79.449997,79.580002,78.790001,79.099998,78.224983,1993800
2019-11-06,79.510002,79.660004,79.110001,79.330002,78.452438,916900
2019-11-07,78.709999,78.809998,77.900002,78.379997,77.512947,1237800
2019-11-08,78.339996,78.510002,78.040001,78.480003,77.611847,1051600
2019-11-11,78.309998,78.900002,78.220001,78.709999,77.839294,722800
2019-11-12,79.760002,79.839996,78.919998,79.080002,78.205208,1099700
2019-11-13,80.250000,80.250000,79.099998,79.279999,78.402992,1977200
2019-11-14,79.519997,79.779999,78.830002,79.110001,78.234871,1948000
2019-11-15,79.070000,79.800003,79.019997,79.650002,78.768898,748300
2019-11-18,79.959999,80.599998,79.779999,80.050003,79.164474,865300
2019-11-19,79.500000,79.599998,79.120003,79.190002,79.190002,950100
2019-11-20,78.669998,78.980003,78.209999,78.430000,78.430000,702600
2019-11-21,78.830002,78.900002,78.300003,78.570000,78.570000,647200
2019-11-22,79.300003,79.419998,78.650002,79.080002,79.080002,947700
2019-11-25,78.879997,79.410004,78.879997,79.089996,79.089996,631700
2019-11-26,79.110001,79.279999,78.690002,79.050003,79.050003,1015300
2019-11-27,78.440002,78.959999,78.250000,78.580002,78.580002,1644800
2019-11-29,79.370003,79.480003,79.070000,79.349998,79.349998,590400
2019-12-02,79.430000,79.570000,78.769997,79.279999,79.279999,834100
2019-12-03,78.750000,79.040001,78.430000,78.919998,78.919998,886200
2019-12-04,79.400002,79.629997,79.110001,79.400002,79.400002,789400
2019-12-05,79.089996,79.220001,78.349998,78.629997,78.629997,544800
2019-12-06,78.940002,79.589996,78.730003,79.360001,79.360001,722200
2019-12-09,78.699997,79.129997,78.699997,78.900002,78.900002,587600
2019-12-10,77.760002,78.470001,77.610001,78.150002,78.150002,1135800
2019-12-11,78.089996,78.870003,78.059998,78.769997,78.769997,691600
2019-12-12,77.180000,78.230003,76.900002,77.769997,77.769997,1393700
2019-12-13,78.199997,78.449997,77.830002,77.910004,77.910004,942900
2019-12-16,79.550003,80.180000,79.309998,80.010002,80.010002,1362800
2019-12-17,79.550003,79.639999,79.220001,79.510002,79.510002,772600
2019-12-18,80.500000,80.519997,79.790001,80.480003,80.480003,1936800
2019-12-19,80.279999,80.540001,79.970001,80.510002,80.510002,934600
2019-12-20,81.209999,82.110001,81.180000,81.989998,81.989998,1257700
2019-12-23,82.430000,82.570000,81.839996,81.860001,81.860001,999300
2019-12-24,81.660004,82.110001,81.370003,81.610001,81.610001,350100
2019-12-26,81.550003,82.449997,81.550003,82.370003,82.370003,612900
2019-12-27,83.000000,83.349998,82.889999,83.120003,83.120003,794900
2019-12-30,82.639999,82.940002,82.279999,82.379997,82.379997,697100
2019-12-31,82.000000,82.199997,81.830002,82.040001,82.040001,804700
2020-01-02,82.760002,83.540001,82.709999,83.449997,83.449997,920500
2020-01-03,82.300003,83.180000,82.300003,82.750000,82.750000,794500
2020-01-06,83.160004,83.470001,82.930000,83.330002,83.330002,857400
2020-01-07,82.879997,82.889999,81.080002,81.610001,81.610001,1221800
2020-01-08,81.610001,82.500000,81.339996,81.980003,81.980003,997600
2020-01-09,82.150002,82.230003,80.949997,80.980003,80.980003,1202400
2020-01-10,81.370003,82.029999,81.290001,81.489998,81.489998,811700
2020-01-13,80.449997,81.279999,80.160004,81.279999,81.279999,958700
2020-01-14,80.000000,80.540001,79.900002,80.010002,80.010002,1094700
2020-01-15,80.250000,80.430000,79.860001,80.169998,80.169998,1301400
2020-01-16,79.540001,79.949997,79.540001,79.669998,79.669998,1228400
2020-01-17,80.089996,80.279999,79.709999,80.029999,80.029999,801600
2020-01-21,78.919998,79.190002,78.639999,78.809998,78.809998,1270100
2020-01-22,78.400002,78.430000,77.980003,78.110001,78.110001,1117600
2020-01-23,77.820000,78.290001,77.269997,78.260002,78.260002,1250300
2020-01-24,78.040001,78.470001,77.260002,77.739998,77.739998,1026300
2020-01-27,75.440002,75.910004,75.309998,75.580002,75.580002,1341000
2020-01-28,75.370003,76.550003,75.290001,76.260002,76.260002,1147500
2020-01-29,76.099998,76.440002,75.809998,75.970001,75.970001,811900
2020-01-30,75.500000,76.209999,75.330002,76.169998,76.169998,927000
2020-01-31,75.860001,75.959999,75.059998,75.300003,75.300003,1050800
2020-02-03,75.239998,75.879997,75.029999,75.089996,75.089996,914800
2020-02-04,76.110001,76.709999,75.970001,76.290001,76.290001,980100
2020-02-05,76.559998,76.980003,76.510002,76.669998,76.669998,833100
2020-02-06,76.790001,76.860001,76.470001,76.570000,76.570000,640800
2020-02-07,74.760002,75.080002,74.379997,74.800003,74.800003,1557000
2020-02-10,74.139999,74.680000,73.980003,74.589996,74.589996,929300
2020-02-11,74.000000,74.339996,73.919998,74.029999,74.029999,1414400
2020-02-12,74.199997,74.550003,73.879997,74.059998,74.059998,1341500
2020-02-13,73.129997,74.110001,72.900002,73.699997,73.699997,1370400
2020-02-14,73.820000,73.910004,73.209999,73.449997,73.449997,943100
2020-02-18,73.089996,73.699997,73.070000,73.500000,73.500000,1073400
2020-02-19,73.459999,73.730003,73.160004,73.599998,73.599998,877400
2020-02-20,73.529999,73.779999,72.709999,73.260002,73.260002,1008100
2020-02-21,71.900002,72.120003,71.430000,71.599998,71.599998,1933000
2020-02-24,68.790001,70.040001,68.779999,69.360001,69.360001,2308900
2020-02-25,68.089996,68.580002,66.769997,66.919998,66.919998,2412500
2020-02-26,67.000000,67.730003,66.250000,66.290001,66.290001,1970000
2020-02-27,60.650002,62.380001,60.200001,60.209999,60.209999,6304500
2020-02-28,56.360001,58.570000,55.400002,58.369999,58.369999,9497000
2020-03-02,57.480000,58.660000,57.009998,58.599998,58.599998,5376600
2020-03-03,57.080002,58.169998,56.259998,56.650002,56.650002,3162700
2020-03-04,57.590000,57.849998,56.490002,57.810001,57.810001,2160300
2020-03-05,56.380001,56.399700,55.029999,55.570000,55.570000,3670899
